id,image_url,final_text,Hateul vs. Not-Hateul,Hateful Fine grained,Not Hateful Fine grained
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/8yerjaw/2022-03-26_08-26-29_UTC.jpg,Image,"
هو :
هل تقبلي بي كزوج في : 
السراء والضراء والحزن والفرح والغنى والفقر ؟
هي :
نعم ، لا ، لا ، نعم ،نعم ، لا",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/8yerjaw/2022-04-21_10-10-47_UTC.jpg,Image,"الانستا وهو يشوفنى أفتحه بالدقيقه خمسين مره :
روح العب ياخي
انت ما عندك حياة غيري ؟
خلاااااااااااااصص
اللله يرزقك الحياه",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/8yerjaw/2022-09-05_19-54-40_UTC.jpg,Image,لما شوفير التسكي يبلش يفتح مواضيع:,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/8yerjaw/2022-05-30_08-26-19_UTC.jpg,Image,هذا فاهم الدنيا صح 😂😂,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/8yerjaw/2022-01-11_09-25-10_UTC.jpg,Image,-لما تاخذ من اخوك الصغير مصاري,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/243482643_865801480796529_7705667857657805032_n.jpg,Image,"السواق بيتخانق مع العربيه كلها عشان مفيش فكه انا في الكنبه اللي ورا :
",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/36358457_228041747816197_235561432719032320_n.jpg,Image,لما تشتري علبه تونه ب ١٨ جينه وتيجي تصفي الزيت فتقع منك,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/80091178_513915859228783_746868733732978688_n.jpg,Image,"اما تيجي تكتب موضوع تعبير

*المصحح *

ما انت كاتب نفس الكلام فالسطر اللي  فوقيه يبن المتناكة",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/273492023_1017858858834478_4168737540936873024_n.jpg,Image,"٠  شكرايا صلاح على وطنيتك وحبك الغير محدود لمصر.. ستبقى مصر عظيمة رغم انف الحاقدين والسفلة والمدعيين وميت غمر


الحاقدين       السفلة والمدعيين         ميت غمر",Hateful,Exclusion,
data/arabic_memes_fb_insta_pinterest/Facebook/images/FeministsPS/278248535_5242337015786754_8748236584334171332_n.jpg,Image,"المطلقة إذا تزوجت تسقط حضانة أولادها


ربنا ماقالش كده .. ربنا عادل ورحيم والرحيم مش ممكن يحرم أم من عيالها",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/332882352_168392739307521_5351754434781656989_n.jpg,Image,"لما تكون مخزن انت وصاحبك ويتصل صاحبكم التعزي ويقلكم انه ايجى يخزن عندكم :

انا الاول

تمام وانا بعدك

",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/arabic.memes.offiiciel/110301345_125434359232258_3721381756488446082_n.jpg,Image,"كي تقول صاحبك نروحو نضربوا جرية فوتينق ساعة ويقولك هذا مكان غي ساعة 

صاحبك بعد دقيقتين تاع جري :


سيبون حميد نزيدو دقيقة و نحبسو عندي بروبلام فالكلاوي",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/295074823_773166034030840_5717390346437137985_n.jpg,Image,لما اقول نكتة تضحك قدام الثيرابيست وبدل ما يضحك الاقيه بيكتب حاجة,Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/102556921_1418599678332233_9221717673069143027_n.jpg,Image,"لما تكون نازل بوشنكي او حاويات (جورج بول)ونازلين معك تيمين

بيقولك مره مسدس وطاوه...",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/103436434_1426435474215320_2510880396153573141_n.jpg,Image,"لا أحد : 

النسويات :
 
جسدي ثورة وليس عورة! ",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/213704490_1729505617241636_9005690091653172652_n.jpg,Image,"إثنين حو*ثيين بعدما سيطروا على  أكثر من 70 جبل سعودي          

طياران التحالف  السعودي المدعوم من الNATO

أنظر لما يحتاجون اليه ليقلدوا جزء بسيط من قوتنا 
 Look what they need to mimic  of fraction of our power",Hateful,Inferiority,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/106767486_1442999949225539_5258789165587180384_n.jpg,Image,"احتمالية منخفض جوي مصاحب بهطول امطار

*محافظ عدن*

أنا في النوم معنديش ياما ارحميني",Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/101985113_1420192718172929_3218160546890350819_n.jpg,Image,"لا أحد : 
الملحدات بعدما يحصلن على لجوء في الغرب :
",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Facebook/images/Arabic.Memes/577405_339743382756113_638677189_n.jpg,Image,"فوتوشوب . .!!

فوتو شوب . .!!

ياي سبحان الله عصفور و الوجه وجه قط",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/TestosteroneFUN_/36291397_347907992401936_3388987006250909696_n.jpg,Image,"كيف النسوان بفكرو الرجال بشوفوهن..

كيف الرجال بشوفو النساء بلحقيقة
",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/e8d1e3b2926dde2466bc3389fed654f6.jpg,Image,"السيسي : كثيرمن اللي بيتكلموا مش شايفين القفزة اللي بتحصل في مصر


يا سلام يا شيخ عبيد لو تشوف القفزة اللي انا شايفها ",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/e40a95613f4e08d3a28d013ea4f57880.jpg,Image,"بتقول   ايه ! صاحبتي  بتذاكر


لا متقلقش دي عليها عفريت مش بيذاكر غير اول صفحة بس",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/30a1545f68bf09512421743f7a448772.jpg,Image,"لما حد يقولي ممكن الفيس بوك بتاع حضرتك
= يارب يفضل يقولي حضرتك بعدما يشوفه",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/b8e4ffcb01c83eb129dd381565810a43.jpg,Image,فرنسا لموا مليار يورو في يومين علشان ترميم كاتدرائية نوتردام !! لأ ده احنا نولع في ابو الهول بقي,Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/dfe94509dff29ed096534ae41796e2c3.jpg,Image,"لما الاقي خطيبه اخويا كاتبة بوست رومانسي لاخويا وان هو السند والعوض


رمضان بطيخة بقي عوض وكمان سند",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/616cb8c5b7590c39221cf2276d674afd.jpg,Image,"أؤيد تعليم الأطفال الثقافة الجنسية وأفكر في  تجميد بويضانى

ويوم الخميس تقول لجوزها
الحاجة عندك في الثلاجة طلع و سخن",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/acc0437638178d53d21102e1c838d638.jpg,Image,أنابصفتي مواطن لا أريد رئيسا يرحل ولا حكومة ترحل اعطوني التأشيره وأنا الذي سوف يرحل,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/36b570b6e3ed998b2b387218013aa371.jpg,Image,مسمهوش بتاع نسوان اسمه جابر للخواطر ذو مشاعر فياضه.. تستوعب اكثر من أنثى !,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/e603999b5c907e5c07675b51823af381.jpg,Image,الاكس جاي عليكي اهو حاولي تبيني انه مش فارق معاكي وانك نستيه,Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/4767d9008d21f49f1e28b8e56f2bbfd3.jpg,Image,"لو بتحبي الباد بوي ... ف انا راجع البيت الفجر لو بتحبي الجود بوي... ف انا كنت بصلي الفجر 

خلصانة بإرتباط
",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/27007b0596f121a60b6d3afef4a7015e.jpg,Image,"9 سنوات انا : مابي اروح المدرسه اليوم

بعد كفين :",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/8f9e94f0fe6efa1b3ac2c410f200c629.jpg,Image,"بسجل فويس ممكن محد يتكلم ؟
-أهلي :",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/9d653c02e4d16be5a35515821b7d0021.jpg,Image,"من تضحكلك الدنيا وتصير مشهورمن لا شي
",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/0377c4382cd02a24f7483245cd4d0e9d.jpg,Image,"لما اروح ل مستر العربي بعد 6 شهور اجازه
=...

انا 

المستر

تعالى بس قوليلى ازاى مبتدا مجرور",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69242912999681646/55c28fbb5d691e16ec0b05a6d119b34f.jpg,Image,"شايفك..
سيبك من اللي راكبة ورا 

وسيبك من اللي راكب قدام السواق 

وسيبك من السواق نفسه مع اني مش عارف هو سايق ولاشايف الطريق ازاي

 وسيبك كمان من اللي شايلنه 

خدلي بالك بقي من اللي قاعد تحت السواق ده ",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69242912999681646/69aab14aaca5a4f10a49a48d51e5d1d4.jpg,Image,"آريحي قبضة يدك فنحن الرجال لانخون ...


فنحن ايه يا عنيا",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69242912999681646/280080f7164cac884ec437aac29de448.jpg,Image,"الدكاترة لما يخرجوا مغ بعض  ؟


الإكتئاب هياكل منك حتة 


ياجدع قول ماشاء الله",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/e5043148637645e7f9509aaffbcf3b82.jpg,Image,"لا بتعرف تطبخ ..ولا تغسل ..ونكد ليل نهار ومسلسلات هندى بال400 حلقة!

طلقتها",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/4121e85e5a3b5ead3e3e10ef14849def.jpg,Image,"اول ما انتشر فايروس # كورونا وقبل لا يوصل للعراق طلعلنا # سيف _جنان يكول المرض، ما ممكن يوصل للعراق واذا وصل يموت بدرجة الحرارة العدنة

معقولة ناجح من السادس بسماعات
",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/f3a3c7a359616cb153fff2bd0e2915de.jpg,Image,لأ خللى بالك أنا مكتئب ممكن أبهد لك,Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/5ba59f29397bb3c0110d835e438e4f02.jpg,Image,حبيب العادلى خد براءة فى قضية قتل المتظاهرين وبراءة فى قضية تسخير الجنود وبراءة فى قضية اللو حات المعدنية وبراءة فى قضية الكسب غير المشروع يعنى خرج من ذنوبه كيوم ولدته امه يومبادعللن دا مكنش رايح يتحاكم دا كان رايح يحج,Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/d971df130d2e729f5d13322cfd1b43d7.jpg,Image,"لما اصحي الصبح مليش نفس افطر .
جايلكوا يشويه رفيعين",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/a760065cb3c48c5f1c356c20c39d4401.jpg,Image,"ا تتعرف علي شخص جديد
لااستني متقولش م كنت ( فكئي مفرودومشبر صح",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/ad882c0cf4c73703692189565ccb1165.jpg,Image,"وأنتى  ايه اللى رماكى ٤ المر RuOa
RuQo اتزحلت",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/76b5d0a75248cb33447d9ce906652b14.jpg,Image,"لما انام كتيد واهلى يصحونى واسألهم بتصحونى ليه : Translate Tweet
NourHan fathy
حنا ميهمنا ش تصحى لعه احنا يهمناً تصحى 9 خلاص",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/4aec0a39f066b14de192bec01a29be7d.jpg,Image,"أليس المنادي فج اعد العوبيد معصويا
ايود
DOarUsl VAUU لالفنق
8 لماذا كلما أناديك لاأفكر الاف ضمك",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/84e9b06f35c2917667e8ae1e9b936f80.jpg,Image,"مصراوى التعبئة والإحصاء مصر الثالثة عربيًا في الجوع خلال 2016

 هيييييييييييييييه تحيا مصر 

 يا ابني ده في الجوع 

 ايوا بس مركز متقدم",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/e6db5901b709ab052f35cb1e8b71f5f4.jpg,Image,"طلعوا الهدوم الى مجتالبسوهاش علشان ثدر يها لناس ( محتاحاما
Pak
9دا مبتلبسهوش ليه ماله ده !",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/d3d7184c8c4a546c83ca0331b7035abf.jpg,Image,"صور فتيات الليل فى كندا سنة 

طب دا الليل . . فين الفتيات ؟",Hateful,Dehumanizing,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_173388654391587644/f3961d8b36ebb88d940c3bfeb37c281d.jpg,Image,مديرة المدرسة وهي واقفة في الطابور,Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_173388654391587644/d8a5bf11147b28fe6b6c6b847f756d02.jpg,Image,اتتي نمتي = ع حسب هتخلوني اعملكوا حاجة ولا جايبلي أكل,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_384283780715921583/7c5edfcbd2158b5619dc39bd62dc6f00.jpg,Image,"١٠ ٠
معم مممعت المحتنم ا ٦و ت د٢ ا1

<6fمع
7A?717
oda6ne 470و
@لبنا عل الله",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_899031144344763392/9ca0ff6c52cb3ffb3af9648651f36736.jpg,Image,"كيلو الطماطم نكام ؟


الكيلو ونص ب5 والاتنين ب7

كيلو الطماطم بكام ؟",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_899031144344763392/1ef5a30f88c66b54c03b3135b7be6191.jpg,Image,الشيعي لما يعرف ان فى احجار مشعة ومفيش احجار مسنة,Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/245043210_863139631062714_877916504560366846_n.jpg,Image,"لما تحف يوم وتغيب باقي الأسبوع bolis مبمرمفريا مففوعة بأترافبة ٢٧ ٢ ٥٠
شقينا فبندلع آنفسيئا",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/244605069_862007751175902_1822049143615794168_n.jpg,Image,الثغنن فطرولا هيزعل بابا منه,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/244953214_861230377920306_2459291221299157353_n.jpg,Image,الهاكر الصينى مسابش حد ف حاله,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/245350638_864998734210137_3592671070277111388_n.jpg,Image,"خلص صح؟

مش دافع",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/345617771_644763037648455_4132149906399854353_n.jpg,Image,إجري الحقي اخوكي قليله خليهم ٣ أرغفة بس,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/274220222_935540373822639_5701583031760021724_n.jpg,Image,"البنات لما عيل صغير يقولهم يا طنط

الولاد لما عيل صغير يقولهم يا عمو
",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/83725351_543573102929725_6306920489310748672_n.jpg,Image,"اندلاع الحرب العالمية الثالثة
الصينيين :",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/86794877_555901488363553_8325009936757030912_n.jpg,Image,الساعة ٣ الفجر وانت بتقرر انهي الاصعب .. تقوم تخش الحمام السقعة ولا تنام بزنقتك .,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/48277766_315970255690012_7241961189209538560_n.jpg,Image,"شريط أحزاني

حد لسا متعرف عليه",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/51010672_334210210532683_3600988859724201984_n.jpg,Image,كيف ينظرلك ابنك بعد ان يقرأ درس التكاثر,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/people/33367555_195261964623236_2459400691479740416_n.jpg,Image,"الحصول على فتاة

 وجهي القبيح وإكتائبي",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/336492720_1218633835428983_8614667075218883609_n.jpg,Image,"كل القنوات في رمضان تتزل إعلانات أكل ومشروبات وتموتك جوع قبل الفطور

قناة السعيدة :
",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/353621758_760591099186256_2146505158208569532_n.jpg,Image,"*احصائيات قوقل*

اكثر من يقوم بعمليات النصب والاحتيال في  العالم هم الرجال وبنسبة  100%

 *احلام الدبعي*

 *بلقيس الحداد *",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/340475978_1424321215054561_7926587479252356581_n.jpg,Image,يوم العيد لما ترقد الظهر و  تقوم المغرب احلامك :,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/344700719_5597333047034603_1558700281481795419_n.jpg,Image,"ما بلا يا قاضي هي قالت حبيبي 

 وانا قلت هاه يا نور عيني 

وطلعنا ترند ",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/arabic.memes.offiiciel/117638890_139614284480932_6480558498334181142_n.jpg,Image,"انا في عمر العاشرة بعدما طلبت مني نبع الحنان مساعدتها في غسل الصحون
هل انا بنت
انا بعد 4 سنوات من وفاتها Bell Arabic Memes ٥١٥٥
٨٢",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/arabic.memes.offiiciel/118005322_140850187690675_7750167330659852788_n.jpg,Image,"أنا واقف مع الواليدة فالكوزينة وطاح ليها طبسيل من يديها
Arabic Memes
للواليدة
أخرج علياالللل
Abis شffoos officiellو CArabic mismne",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/217540822_535324687814977_3231518844706011352_n.jpg,Image,"انت لما شفت ميم جامد وحبيت تبعته لحد
بس مفيش حد",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/295512522_775118827168894_5635031618954331841_n.jpg,Image,"المصريين

 زودلي توميه يا معلم 

الاتراك واللبنايين 

 إمشو من البلد حرام عليكو أخدتو وظايفنا وقطعتو علينا في لقمه عيشنا",Hateful,Exclusion,
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/298838819_788617162485727_1127433700619401432_n.jpg,Image,"9am الناس اللي لسه صاحيه 

9am: الناس اللي لسه صاحيه",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/nasseralkhlify/38391701_1785993401497141_7350648669529440256_n.jpg,Image,"*جمال عبد الناصر يشخ*
عبدالحليم حافظ:

صورة صورة صورة، كلنا كده عايزين صورة",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/244214206_1796017463923784_4455519860864845344_n.jpg,Image,"اصحاب يافع

اصحاب الضالع

خطاب الرئيس القائد عيدروس الزبيدي حول",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/113680547_1468060256719508_5399961680056556233_n.jpg,Image,لما يشلوك الإصلاحيين المسبح وانت جاهل فكتبر و تصبح شآب تعلق قلبه بالمسابح وتظهر في سهيل,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/206595704_1720543421471189_7683962139160063591_n.jpg,Image,"*نسوي ذكر*
أصحابي جايين يلعبوا في البيت
* أمه *
يلعبوا بلايستيشن صح؟
يلعبوا بلايستيشن صح؟",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/102884220_3626554047371004_5468954034828022886_n.jpg,Image,"هل صحيح انك ك صيدلي يمني بدئت تعمل ابحاث عن فيروس كورونا 

ولله ماناداري خليني اخزن",Hateful,Inferiority,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/116629825_1468012326724301_6483649063975882292_n.jpg,Image,"اغتيال شخصية بارزة بعدن:

نفنح تحقيق ونعرف من القاتل

نحرق سياكل نار ",Hateful,Inciting violence,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/120047770_1513227245536142_1610599114360027274_n.jpg,Image,"*اليمن*

السعودية

اتفضل مساعدات تمر سكري درجة أولى

*اليمن*تمر ايش؟محتاجين خدمات زي الكهرباء والماي

السعودية

*اليمن*

السعودية

مشو حالكم بالتمر نوعية كويسة والله",Hateful,Inferiority,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/117372931_1475210322671168_2437566149910636438_n.jpg,Image,تاني، ارتفاع تاني! البيض قد الحبة ب 90 ريال,Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/243388818_3246602875615008_7011250738114022216_n.jpg,Image,"انا فاشل؟ لول ياحبيبي انا واخد القاب ذي دجعي عنصري ذكوري ادهابي هوموفوبيك FIF٥
EslamMonex",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/6e7af407630e17a335e047e7f54de7e7.jpg,Image,"بالظبط
لما تذاكدي لإبنك القسمه المطوله ساعات ويقولك احطايه بعد اول خطوة
حط طحينه",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/f7489b5cd35bc753a190e6a100a8b8c9.jpg,Image,"اية دا انت مبتحبش السمك!!
بقالي 25 سنة عايش معاكو
وكل مرة تتفاجئو اني  مبحبش السمك",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/6da369a85f39792dee3955a5988065c9.jpg,Image,"لما تبقى بتبوس خطيبتك وامها تدخل عليكوا
 فجاه...",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/22fea1942bc9ea974960121ab35e13e9.jpg,Image,"كل الرجال خائنون

طب ماكده كل النساء خائنات

برضوهواحنا بنخونكم مع معيز!!",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/0bdb8430a5b8066c803d9cc27b6b671f.jpg,Image,يا رب ما تحوجنا حوجة فاندام,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/d8cba8f7da327cc244458913da6b49ef.jpg,Image,"البنات طالعه من الامتحان منهاره عشان غلطت ف سؤال 
انا وصاحبي بعد ماسبنا نص الورقه فاضيه:

الدقه ياحب",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/a84ca6724a7106a6335d7b59196dc9e9.jpg,Image,"أخوك بيتكلم محالمة مهمة؟

أيوه يا ماما

روح هات إخواتك وتعالى نتخانق جنبه يلا",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/2c9e963960788ee5f1a5b39aa20b9ce5.jpg,Image,"

دافور الفصل : لما يعرف انكم مسوين قروب للغش :
",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/f4f9d9f95c739963bffa8832456204fc.jpg,Image,"اسلوب امرغرضه.....؟

لا لا متقولش النصح والارشاد",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_173388654391587644/c293af566cbd5e53dcedf09dbbd9a2f4.jpg,Image,"بسكده

قصدك "" بس كد ا""

ايود بظبكده.. تمم",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69313281753218775/dc576ad6c4eed85921769545bb0e2e66.jpg,Image,"ان لوحدك محترم

وانت كمان لوحدك محترم

انما انتوا الاتنين مع بعض استحاله ",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69313281753218775/e2fdc4a6376f11bb97c599bcd63e6bd6.jpg,Image,ماشاءاللة يا حبيبى كبرت انت ابن سعاد ولا ابن مين,Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69313281753218775/8e5f952ecf9a187ed06e9fc8de32a4f3.jpg,Image,"إلتمسي لزوجك ٧٠ عذرا...

انا دلوقتي في ال ٩٢ اقتله !؟!

فنجان بدون قهوة سكر",Hateful,Inciting violence,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69313281753218775/b8c3e3eb2943e852b4723b811c92059f.jpg,Image,"شعبة الملابس الجاهزة

زيادة في أسعار ملابس ""الصيف القادم"" تصل ل%100

هنصيف عريانين كلنا",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69313281753218775/af9a75f76c8d2a8e80e666c2d845081d.jpg,Image,"*ضحكتك فيها كهرباء*
- ٢٠٠ جنيه كهرباء عند الجسمى عشان المحن بتاعه..",Hateful,Mocking,
